GLC2000,GEZ_TERM,REGION,FRONTIER,CARBON_VALUE
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Pacific Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Pacific Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Pacific Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Atlantic Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Atlantic Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Atlantic Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Atlantic Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Indian Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Indian Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Indian Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Indian Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Arctic Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Arctic Ocean,0,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate continental forest,Arctic Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate mountain system,Arctic Ocean,1,2.25
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Africa,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Africa,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Africa,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Africa,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Asia,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Asia,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Asia,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Asia,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Asia (insular),0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Asia (insular),0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Asia (insular),1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Asia (insular),1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Europe,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Europe,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Europe,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Europe,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,North America,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,North America,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,North America,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,North America,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,South America,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,South America,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,South America,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,South America,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Australia,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Australia,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Australia,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Australia,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,New Zealand,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,New Zealand,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,New Zealand,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,New Zealand,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Antarctica,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Antarctica,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Antarctica,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Antarctica,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Pacific Ocean,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Pacific Ocean,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Pacific Ocean,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Pacific Ocean,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Atlantic Ocean,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Atlantic Ocean,0,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate steppe,Atlantic Ocean,1,1.5
14 & 18: Sparse grassland and grassland mosaic classes,Temperate desert,Atlantic Ocean,1,1.5
