GLC2000,GEZ_TERM,REGION,FRONTIER,CARBON_VALUE
6 - 8: Mixed forest classes,Subtropical humid forest,New Zealand,1,134
6 - 8: Mixed forest classes,Subtropical mountain system,Africa,0,30
6 - 8: Mixed forest classes,Subtropical mountain system,Africa,1,30
6 - 8: Mixed forest classes,Subtropical mountain system,North America,0,87
6 - 8: Mixed forest classes,Subtropical mountain system,North America,1,87
6 - 8: Mixed forest classes,Subtropical mountain system,South America,0,87
6 - 8: Mixed forest classes,Subtropical mountain system,South America,1,87
6 - 8: Mixed forest classes,Subtropical mountain system,Asia,0,81
6 - 8: Mixed forest classes,Subtropical mountain system,Asia,1,81
6 - 8: Mixed forest classes,Subtropical mountain system,Europe,0,81
6 - 8: Mixed forest classes,Subtropical mountain system,Europe,1,81
6 - 8: Mixed forest classes,Subtropical mountain system,Asia (insular),0,122
6 - 8: Mixed forest classes,Subtropical mountain system,Asia (insular),1,122
6 - 8: Mixed forest classes,Subtropical dry forest,Africa,0,84
6 - 8: Mixed forest classes,Subtropical steppe,Africa,0,84
6 - 8: Mixed forest classes,Subtropical desert,Africa,0,84
6 - 8: Mixed forest classes,Subtropical dry forest,Africa,1,84
6 - 8: Mixed forest classes,Subtropical steppe,Africa,1,84
6 - 8: Mixed forest classes,Subtropical desert,Africa,1,84
6 - 8: Mixed forest classes,Subtropical dry forest,North America,0,126
6 - 8: Mixed forest classes,Subtropical steppe,North America,0,126
6 - 8: Mixed forest classes,Subtropical desert,North America,0,126
6 - 8: Mixed forest classes,Subtropical dry forest,North America,1,126
6 - 8: Mixed forest classes,Subtropical steppe,North America,1,126
6 - 8: Mixed forest classes,Subtropical desert,North America,1,126
6 - 8: Mixed forest classes,Subtropical dry forest,South America,0,126
6 - 8: Mixed forest classes,Subtropical steppe,South America,0,126
6 - 8: Mixed forest classes,Subtropical desert,South America,0,126
6 - 8: Mixed forest classes,Subtropical dry forest,South America,1,126
6 - 8: Mixed forest classes,Subtropical steppe,South America,1,126
6 - 8: Mixed forest classes,Subtropical desert,South America,1,126
6 - 8: Mixed forest classes,Subtropical dry forest,Asia,0,78
6 - 8: Mixed forest classes,Subtropical steppe,Asia,0,78
6 - 8: Mixed forest classes,Subtropical desert,Asia,0,78
6 - 8: Mixed forest classes,Subtropical dry forest,Asia,1,78
6 - 8: Mixed forest classes,Subtropical steppe,Asia,1,78
6 - 8: Mixed forest classes,Subtropical desert,Asia,1,78
6 - 8: Mixed forest classes,Subtropical dry forest,Europe,0,78
6 - 8: Mixed forest classes,Subtropical steppe,Europe,0,78
6 - 8: Mixed forest classes,Subtropical desert,Europe,0,78
6 - 8: Mixed forest classes,Subtropical dry forest,Europe,1,78
6 - 8: Mixed forest classes,Subtropical steppe,Europe,1,78
6 - 8: Mixed forest classes,Subtropical desert,Europe,1,78
6 - 8: Mixed forest classes,Subtropical dry forest,Asia (insular),0,96
6 - 8: Mixed forest classes,Subtropical steppe,Asia (insular),0,96
6 - 8: Mixed forest classes,Subtropical desert,Asia (insular),0,96
6 - 8: Mixed forest classes,Subtropical dry forest,Asia (insular),1,96
6 - 8: Mixed forest classes,Subtropical steppe,Asia (insular),1,96
6 - 8: Mixed forest classes,Subtropical desert,Asia (insular),1,96
6 - 8: Mixed forest classes,Subtropical dry forest,Australia,0,96
6 - 8: Mixed forest classes,Subtropical steppe,Australia,0,96
6 - 8: Mixed forest classes,Subtropical desert,Australia,0,96
6 - 8: Mixed forest classes,Subtropical dry forest,Australia,1,96
6 - 8: Mixed forest classes,Subtropical steppe,Australia,1,96
6 - 8: Mixed forest classes,Subtropical desert,Australia,1,96
6 - 8: Mixed forest classes,Temperate oceanic forest,Europe,0,71
6 - 8: Mixed forest classes,Temperate oceanic forest,Europe,1,71
6 - 8: Mixed forest classes,Temperate oceanic forest,North America,0,378.5
6 - 8: Mixed forest classes,Temperate oceanic forest,North America,1,378.5
6 - 8: Mixed forest classes,Temperate oceanic forest,Australia,0,206.5
6 - 8: Mixed forest classes,Temperate oceanic forest,Australia,1,206.5
6 - 8: Mixed forest classes,Temperate oceanic forest,New Zealand,0,206.5
6 - 8: Mixed forest classes,Temperate oceanic forest,New Zealand,1,206.5
6 - 8: Mixed forest classes,Temperate oceanic forest,South America,0,103.5
6 - 8: Mixed forest classes,Temperate oceanic forest,South America,1,103.5
6 - 8: Mixed forest classes,Temperate continental forest,Asia,0,13.5
6 - 8: Mixed forest classes,Temperate steppe,Asia,0,13.5
6 - 8: Mixed forest classes,Temperate desert,Asia,0,13.5
6 - 8: Mixed forest classes,Temperate continental forest,Europe,0,13.5
6 - 8: Mixed forest classes,Temperate steppe,Europe,0,13.5
6 - 8: Mixed forest classes,Temperate desert,Europe,0,13.5
6 - 8: Mixed forest classes,Temperate continental forest,Asia,1,71
6 - 8: Mixed forest classes,Temperate steppe,Asia,1,71
6 - 8: Mixed forest classes,Temperate desert,Asia,1,71
6 - 8: Mixed forest classes,Temperate continental forest,Europe,1,71
6 - 8: Mixed forest classes,Temperate steppe,Europe,1,71
6 - 8: Mixed forest classes,Temperate desert,Europe,1,71
6 - 8: Mixed forest classes,Temperate continental forest,North America,0,38.5
6 - 8: Mixed forest classes,Temperate steppe,North America,0,38.5
6 - 8: Mixed forest classes,Temperate desert,North America,0,38.5
6 - 8: Mixed forest classes,Temperate continental forest,South America,0,38.5
6 - 8: Mixed forest classes,Temperate steppe,South America,0,38.5
6 - 8: Mixed forest classes,Temperate desert,South America,0,38.5
6 - 8: Mixed forest classes,Temperate continental forest,North America,1,77
6 - 8: Mixed forest classes,Temperate steppe,North America,1,77
6 - 8: Mixed forest classes,Temperate desert,North America,1,77
6 - 8: Mixed forest classes,Temperate continental forest,South America,1,77
6 - 8: Mixed forest classes,Temperate steppe,South America,1,77
6 - 8: Mixed forest classes,Temperate desert,South America,1,77
6 - 8: Mixed forest classes,Temperate mountain system,Asia,0,59.5
6 - 8: Mixed forest classes,Temperate mountain system,Europe,0,59.5
6 - 8: Mixed forest classes,Temperate mountain system,Asia,1,77
6 - 8: Mixed forest classes,Temperate mountain system,Europe,1,77
6 - 8: Mixed forest classes,Temperate mountain system,North America,0,33.5
6 - 8: Mixed forest classes,Temperate mountain system,South America,0,33.5
6 - 8: Mixed forest classes,Temperate mountain system,North America,1,77
6 - 8: Mixed forest classes,Temperate mountain system,South America,1,77
6 - 8: Mixed forest classes,Temperate mountain system,Australia,0,46.5
6 - 8: Mixed forest classes,Temperate mountain system,New Zealand,0,46.5
6 - 8: Mixed forest classes,Temperate mountain system,Australia,1,77
6 - 8: Mixed forest classes,Temperate mountain system,New Zealand,1,77
6 - 8: Mixed forest classes,Boreal coniferous forest,Africa,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Africa,0,33
6 - 8: Mixed forest classes,Polar,Africa,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Africa,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Africa,1,33
6 - 8: Mixed forest classes,Polar,Africa,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Asia,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Asia,0,33
6 - 8: Mixed forest classes,Polar,Asia,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Asia,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Asia,1,33
6 - 8: Mixed forest classes,Polar,Asia,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Asia (insular),0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Asia (insular),0,33
6 - 8: Mixed forest classes,Polar,Asia (insular),0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Asia (insular),1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Asia (insular),1,33
6 - 8: Mixed forest classes,Polar,Asia (insular),1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Europe,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Europe,0,33
6 - 8: Mixed forest classes,Polar,Europe,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Europe,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Europe,1,33
6 - 8: Mixed forest classes,Polar,Europe,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,North America,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,North America,0,33
6 - 8: Mixed forest classes,Polar,North America,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,North America,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,North America,1,33
6 - 8: Mixed forest classes,Polar,North America,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,South America,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,South America,0,33
6 - 8: Mixed forest classes,Polar,South America,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,South America,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,South America,1,33
6 - 8: Mixed forest classes,Polar,South America,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Australia,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Australia,0,33
6 - 8: Mixed forest classes,Polar,Australia,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Australia,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Australia,1,33
6 - 8: Mixed forest classes,Polar,Australia,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,New Zealand,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,New Zealand,0,33
6 - 8: Mixed forest classes,Polar,New Zealand,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,New Zealand,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,New Zealand,1,33
6 - 8: Mixed forest classes,Polar,New Zealand,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Antarctica,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Antarctica,0,33
6 - 8: Mixed forest classes,Polar,Antarctica,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Antarctica,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Antarctica,1,33
6 - 8: Mixed forest classes,Polar,Antarctica,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Pacific Ocean,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Pacific Ocean,0,33
6 - 8: Mixed forest classes,Polar,Pacific Ocean,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Pacific Ocean,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Pacific Ocean,1,33
6 - 8: Mixed forest classes,Polar,Pacific Ocean,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Atlantic Ocean,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Atlantic Ocean,0,33
6 - 8: Mixed forest classes,Polar,Atlantic Ocean,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Atlantic Ocean,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Atlantic Ocean,1,33
6 - 8: Mixed forest classes,Polar,Atlantic Ocean,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Indian Ocean,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Indian Ocean,0,33
6 - 8: Mixed forest classes,Polar,Indian Ocean,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Indian Ocean,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Indian Ocean,1,33
6 - 8: Mixed forest classes,Polar,Indian Ocean,1,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Arctic Ocean,0,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Arctic Ocean,0,33
6 - 8: Mixed forest classes,Polar,Arctic Ocean,0,33
6 - 8: Mixed forest classes,Boreal coniferous forest,Arctic Ocean,1,33
6 - 8: Mixed forest classes,Boreal tundra woodland,Arctic Ocean,1,33
6 - 8: Mixed forest classes,Polar,Arctic Ocean,1,33
6 - 8: Mixed forest classes,Boreal mountain system,Africa,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Asia,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Asia (insular),0,9
6 - 8: Mixed forest classes,Boreal mountain system,Europe,0,9
6 - 8: Mixed forest classes,Boreal mountain system,North America,0,9
6 - 8: Mixed forest classes,Boreal mountain system,South America,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Australia,0,9
6 - 8: Mixed forest classes,Boreal mountain system,New Zealand,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Antarctica,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Pacific Ocean,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Atlantic Ocean,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Indian Ocean,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Arctic Ocean,0,9
6 - 8: Mixed forest classes,Boreal mountain system,Africa,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Asia,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Asia (insular),1,29
6 - 8: Mixed forest classes,Boreal mountain system,Europe,1,29
6 - 8: Mixed forest classes,Boreal mountain system,North America,1,29
6 - 8: Mixed forest classes,Boreal mountain system,South America,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Australia,1,29
6 - 8: Mixed forest classes,Boreal mountain system,New Zealand,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Antarctica,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Pacific Ocean,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Atlantic Ocean,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Indian Ocean,1,29
6 - 8: Mixed forest classes,Boreal mountain system,Arctic Ocean,1,29
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Africa,0,100
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Africa,1,100
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,North America,0,96.5
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,North America,1,96.5
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,South America,0,96.5
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,South America,1,96.5
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Asia,0,90
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Asia,1,90
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Asia (insular),0,112.5
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Asia (insular),1,112.5
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Australia,0,99.75
9 & 10: Burnt forest and natural forest mosaic,Tropical rainforest,Australia,1,99.75
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,Africa,0,76
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,Africa,1,76
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,North America,0,64
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,North America,1,64
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,South America,0,64
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,South America,1,64
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,Asia,0,52.5
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,Asia,1,52.5
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,Asia (insular),0,84.5
9 & 10: Burnt forest and natural forest mosaic,Tropical moist deciduous forest,Asia (insular),1,84.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,Africa,0,34.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,Africa,1,34.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,North America,0,43.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,North America,1,43.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,South America,0,43.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,South America,1,43.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,Asia,0,40.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,Asia,1,40.5
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,Asia (insular),0,61
9 & 10: Burnt forest and natural forest mosaic,Tropical mountain system,Asia (insular),1,61
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Africa,0,36
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Africa,0,36
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Africa,0,36
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Africa,1,36
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Africa,1,36
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Africa,1,36
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,North America,0,63
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,North America,0,63
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,North America,0,63
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,North America,1,63
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,North America,1,63
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,North America,1,63
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,South America,0,63
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,South America,0,63
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,South America,0,63
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,South America,1,63
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,South America,1,63
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,South America,1,63
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Asia,0,39
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Asia,0,39
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Asia,0,39
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Asia,1,39
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Asia,1,39
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Asia,1,39
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Asia (insular),0,48
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Asia (insular),0,48
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Asia (insular),0,48
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Asia (insular),1,48
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Asia (insular),1,48
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Asia (insular),1,48
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Australia,0,46.5
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Australia,0,46.5
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Australia,0,46.5
9 & 10: Burnt forest and natural forest mosaic,Tropical dry forest,Australia,1,46.5
9 & 10: Burnt forest and natural forest mosaic,Tropical desert,Australia,1,46.5
9 & 10: Burnt forest and natural forest mosaic,Tropical shrubland,Australia,1,46.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Africa,0,67
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Africa,1,67
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,North America,0,64
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,North America,1,64
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,South America,0,64
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,South America,1,64
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Asia,0,52.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Asia,1,52.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Asia (insular),0,84.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Asia (insular),1,84.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Australia,0,67
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,Australia,1,67
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,New Zealand,0,67
9 & 10: Burnt forest and natural forest mosaic,Subtropical humid forest,New Zealand,1,67
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Africa,0,15
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Africa,1,15
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,North America,0,43.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,North America,1,43.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,South America,0,43.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,South America,1,43.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Asia,0,40.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Asia,1,40.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Europe,0,40.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Europe,1,40.5
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Asia (insular),0,61
9 & 10: Burnt forest and natural forest mosaic,Subtropical mountain system,Asia (insular),1,61
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Africa,0,42
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Africa,0,42
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Africa,0,42
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Africa,1,42
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Africa,1,42
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Africa,1,42
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,North America,0,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,North America,0,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,North America,0,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,North America,1,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,North America,1,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,North America,1,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,South America,0,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,South America,0,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,South America,0,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,South America,1,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,South America,1,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,South America,1,63
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Asia,0,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Asia,0,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Asia,0,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Asia,1,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Asia,1,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Asia,1,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Europe,0,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Europe,0,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Europe,0,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Europe,1,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Europe,1,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Europe,1,39
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Asia (insular),0,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Asia (insular),0,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Asia (insular),0,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Asia (insular),1,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Asia (insular),1,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Asia (insular),1,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Australia,0,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Australia,0,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Australia,0,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical dry forest,Australia,1,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical steppe,Australia,1,48
9 & 10: Burnt forest and natural forest mosaic,Subtropical desert,Australia,1,48
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,Europe,0,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,Europe,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,North America,0,189.25
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,North America,1,189.25
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,Australia,0,103.25
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,Australia,1,103.25
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,New Zealand,0,103.25
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,New Zealand,1,103.25
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,South America,0,51.75
9 & 10: Burnt forest and natural forest mosaic,Temperate oceanic forest,South America,1,51.75
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,Asia,0,6.75
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,Asia,0,6.75
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,Asia,0,6.75
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,Europe,0,6.75
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,Europe,0,6.75
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,Europe,0,6.75
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,Asia,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,Asia,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,Asia,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,Europe,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,Europe,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,Europe,1,35.5
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,North America,0,19.25
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,North America,0,19.25
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,North America,0,19.25
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,South America,0,19.25
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,South America,0,19.25
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,South America,0,19.25
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,North America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,North America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,North America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate continental forest,South America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate steppe,South America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate desert,South America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,Asia,0,29.75
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,Europe,0,29.75
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,Asia,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,Europe,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,North America,0,16.75
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,South America,0,16.75
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,North America,1,38.5
9 & 10: Burnt forest and natural forest mosaic,Temperate mountain system,South America,1,38.5
